"play ID","game ID","game name",userid,date,quantity,location,length,incomplete,nowinstats,comments,"player 1 username","player 1 name","player 1 startposition","player 1 color","player 1 score","player 1 new","player 1 rating","player 1 win","player 2 username","player 2 name","player 2 startposition","player 2 color","player 2 score","player 2 new","player 2 rating","player 2 win","player 3 username","player 3 name","player 3 startposition","player 3 color","player 3 score","player 3 new","player 3 rating","player 3 win","player 4 username","player 4 name","player 4 startposition","player 4 color","player 4 score","player 4 new","player 4 rating","player 4 win","player 5 username","player 5 name","player 5 startposition","player 5 color","player 5 score","player 5 new","player 5 rating","player 5 win","player 6 username","player 6 name","player 6 startposition","player 6 color","player 6 score","player 6 new","player 6 rating","player 6 win","player 7 username","player 7 name","player 7 startposition","player 7 color","player 7 score","player 7 new","player 7 rating","player 7 win","player 8 username","player 8 name","player 8 startposition","player 8 color","player 8 score","player 8 new","player 8 rating","player 8 win"
13455304,28143,"Race for the Galaxy",,2014-12-27,,Nižbor,30,,,,,"Bětka",2,,15,,,,,Martin,3,,11,,,,Tatsukochi,hejtmy,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13465034,28143,"Race for the Galaxy",,2014-12-28,,Nižbor,15,,,,,"Bětka",2,,15,,,,,Echy,3,,18,,,1,Tatsukochi,hejtmy,1,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13465038,28143,"Race for the Galaxy",,2014-12-28,,Nižbor,20,,,,,"Bětka",2,,13,,,,,Echy,3,,12,,,,Tatsukochi,hejtmy,1,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473544,164153,"Star Wars: Imperial Assault",,2014-12-29,,Nižbor,180,,,"First campaign mission. Echy imperial mastermind, rebels lost horribly for important oversight of rules. We will do better next  time.",,"Bětka",2,,,,,,,Jana,4,,,,,,,Echy,3,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13488735,164153,"Star Wars: Imperial Assault",,2014-12-29,,Nižbor,120,,,"Second mission, saving Chewie. Made quite a lot of mistakes, quarreled about rules. Rebels lost again, but likely due to misinterpreted rules.",,Jana,5,,,,,,,Echy,4,,,,,,,"Bětka",3,,,,,,,Martin,2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13500672,39463,"Cosmic Encounter",,2014-12-30,,Nižbor,90,,,"In the last turn, everybody invaded my colony and I was the only one to loose. Cool. I hate pacifists.",,"Bětka",2,,,,,1,,Jana,4,,,,,1,,Echy,3,,,,,1,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13507410,39463,"Cosmic Encounter",,2015-01-01,,Nižbor,120,,,"Negotiations in the last turn led to the win of Echy and Bětka. Zombie power did nothing good.",,"Bětka",2,,,,,1,,Martin,4,,,,,,,Echy,3,,,,,1,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13507418,124742,"Android: Netrunner",,2014-12-31,,Nižbor,30,,,,,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13524550,28143,"Race for the Galaxy",,2015-01-01,,Nižbor,15,,,,,"Bětka",2,,,,,,,Echy,3,,,,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13524558,28143,"Race for the Galaxy",,2015-01-01,,Nižbor,20,,,,,"Bětka",2,,,,,,,Echy,3,,,,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13524581,164153,"Star Wars: Imperial Assault",,2015-01-01,,Nižbor,240,,,"Third mission. Tied with the imperial player. Lost in the seventh round out of eight.",,"Bětka",2,,,,,,,Echy,4,,,,,,,Martin,3,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13527429,102794,"Caverna: The Cave Farmers",,2015-01-01,,Nižbor,160,,,,,"Bětka",2,,58,,,,,Echy,3,,85,,,,Tatsukochi,hejtmy,1,,130,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13603836,73761,K2,,2015-01-08,,"Břevnov",120,,,,,Martin,2,,17,,,,,Máma,4,,16,,,,Tatsukochi,hejtmy,3,,20,,,1,,"Bětka",1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13618715,148228,Splendor,,2015-01-09,,,45,,,,,Martin,2,,16,1,,,,"Bětka",3,,10,1,,,Tatsukochi,hejtmy,1,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13619633,148228,Splendor,,2015-01-09,,,30,,,,,Martin,2,,7,,,,,"Bětka",3,,12,,,,Tatsukochi,hejtmy,1,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13630669,154203,"Imperial Settlers",,2015-01-10,,"Petřiny",70,,,,,"Bětka",2,Barbarians,39,1,,,Tatsukochi,hejtmy,1,Romans,41,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13632440,154203,"Imperial Settlers",,2015-01-10,,"Petřiny",90,,,"Až s podivem dobře chodící karty.",,"Bětka",2,Romans,42,,,,Tatsukochi,hejtmy,1,Barbarians,92,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13653211,154203,"Imperial Settlers",,2015-01-12,,"Petřiny",90,,,,,"Bětka",2,Egyptians,41,,,,Tatsukochi,hejtmy,1,Japanese,45,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13699127,28143,"Race for the Galaxy",,2015-01-17,,"Petřiny",30,,,,Tatsukochi,hejtmy,2,,37,,,1,,"Bětka",1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13699436,124742,"Android: Netrunner",,2015-01-17,,"Petřiny",20,,,,Tatsukochi,hejtmy,2,Noise,8,,,1,,"Bětka",1,Weyland,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13700229,124742,"Android: Netrunner",,2015-01-17,,"Petřiny",5,,,"Scorched to death",Tatsukochi,hejtmy,2,,,,,,,"Bětka",1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13700239,124742,"Android: Netrunner",,2015-01-17,,"Petřiny",30,,,,Tatsukochi,hejtmy,2,,3,,,,,"Bětka",1,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13701789,154203,"Imperial Settlers",,2015-01-18,,"Petřiny",80,,,,Tatsukochi,hejtmy,2,Egyptians,108,,,1,,"Bětka",1,Barbarians,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13752936,154203,"Imperial Settlers",,2015-01-22,,"Petřiny",120,,,,,"Bětka",2,Romans,58,,,,,Martin,3,Egyptians,68,1,,,Tatsukochi,hejtmy,1,Barbarians,98,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13814652,154203,"Imperial Settlers",,2015-01-28,,"Petřiny",200,,,,,Echy,2,Japanese,76,1,,,,"Bětka",3,Barbarians,79,,,1,Tatsukochi,hejtmy,1,Egyptians,79,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13815771,2653,"Survive: Escape from Atlantis!",,2015-01-28,,"Petřiny",,,,,,Echy,2,,17,,,,,Ester,4,,12,1,,,,"Bětka",3,,15,,,,Tatsukochi,hejtmy,1,,18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13816469,121408,Trains,,2015-01-29,,"Petřiny",120,,,,,Ester,4,,31,1,,,,"Bětka",3,,25,1,,,,Echy,2,,31,1,,,Tatsukochi,hejtmy,1,,37,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13905377,156714,"Doomtown: Reloaded",,2015-02-05,,"Petřiny",60,,,"Introductory game",Tatsukochi,hejtmy,2,,,,,,,"Bětka",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13934877,156714,"Doomtown: Reloaded",,2015-02-10,,"Petřiny",25,,,"First real game. I won in the first turn.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13934891,156714,"Doomtown: Reloaded",,2015-02-10,,"Petřiny",30,,,"Second game. Won in the second turn. Bětka is angry and doesn't want to play this anymore. She doesn't get it. Finally understood Netrunner and then this? Frak me she said. This game is soooo complicated.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13961738,39463,"Cosmic Encounter",,2015-02-13,,"Dobrá Trafika",90,,,"Echy zrádce! V posledním kole sliboval vyjednávat a neudělal to! Bětka chtěla pomoct a nevyšlo to. Chjo.",,"Bětka",2,,4,,,,,Ester,4,,3,,,,Tatsukochi,hejtmy,3,,4,,,,,Echy,1,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13962847,39463,"Cosmic Encounter",,2015-02-14,,"Dobrá Trafika",45,,,"Nedokončená hra. Vyhodili nás po fenomenálním tahu a zrovna, když se to hra začala rozjíždět",,"Bětka",2,,,,,,,Ester,4,,,,,1,Tatsukochi,hejtmy,3,,,,,,,Echy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012420,63888,Innovation,,2015-02-18,,"Petřiny",60,,,"Chaos chaos chaos.",,"Bětka",2,,,1,,,Tatsukochi,hejtmy,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14031934,39463,"Cosmic Encounter",,2015-02-20,,"Petřiny",60,,,"Ester v posledním kole přizvala Bětku, která měla čtyři kolonie, k útoku. Vyhrála. Tedy, Bětka vyhrála. Ester ne.",,"Bětka",2,,5,,,1,,Ester,4,,4,,,,,Echy,3,,2,,,,Tatsukochi,hejtmy,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032857,98229,Pictomania,,2015-02-21,,"Petřiny",45,,,,,"Bětka",2,,,1,,,,Ester,4,,,1,,,,Echy,3,,,1,,1,Tatsukochi,hejtmy,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032859,98229,Pictomania,,2015-02-21,,"Petřiny",45,,,,,Ester,4,,,,,,,Echy,3,,,,,1,,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14033106,2653,"Survive: Escape from Atlantis!",,2015-02-21,,"Petřiny",,,,,,"Bětka",2,,17,,,,,Ester,4,,18,,,1,,Echy,3,,12,,,,Tatsukochi,hejtmy,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14077664,63888,Innovation,,2015-02-23,,"Petřiny",60,,,,,"Bětka",2,,,,,1,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14123373,14996,"Ticket to Ride: Europe",,2015-03-01,,,80,,,,,"Bětka",2,,120,,,,,Joska,4,,128,,,1,,Bertík,3,,105,,,,Tatsukochi,hejtmy,1,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14125687,58281,"Summoner Wars",,2015-03-01,,Livigno,30,,,,,"Bětka",2,Elves,,,,,Tatsukochi,hejtmy,1,Orcs,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14135713,124742,"Android: Netrunner",,2015-03-02,,Livigno,60,,,,Tatsukochi,hejtmy,2,,7,,,1,,"Bětka",1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14135714,124742,"Android: Netrunner",,2015-03-02,,Livigno,60,,,,Tatsukochi,hejtmy,2,,7,,,1,,"Bětka",1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14136315,58281,"Summoner Wars",,2015-01-17,,"Petřiny",30,,,,,"Bětka",2,Elves,,1,,,Tatsukochi,hejtmy,1,Orcs,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14136324,58281,"Summoner Wars",,2015-03-02,,,40,,,,,"Bětka",2,Orcs,,,,1,Tatsukochi,hejtmy,1,Elves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14142542,14996,"Ticket to Ride: Europe",,2015-03-03,,Livigno,75,,,,,"Bětka",2,,112,,,,,Terka,4,,85,1,,,,Bertík,3,,105,,,,Tatsukochi,hejtmy,1,,155,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14142607,14996,"Ticket to Ride: Europe",,2015-02-28,,Livigno,80,,,,,"Bětka",2,,124,,,,,Bertík,3,,125,,,1,Tatsukochi,hejtmy,1,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14156644,14996,"Ticket to Ride: Europe",,2015-03-05,,Livigno,,,,,,"Bětka",2,,105,,,,,Bertík,3,,140,,,1,Tatsukochi,hejtmy,1,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14157127,124742,"Android: Netrunner",,2015-03-05,,Livigno,30,,,"Big loss for the virus deck.",,"Bětka",2,,7,,,1,Tatsukochi,hejtmy,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14157133,124742,"Android: Netrunner",,2015-03-05,,Livigno,30,,,"První výhra na doliz. Data leak reversal v plné síle",,"Bětka",2,,3,,,,Tatsukochi,hejtmy,1,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14157422,124742,"Android: Netrunner",,2015-03-06,,Livigno,25,,,,,"Bětka",2,,4,,,,Tatsukochi,hejtmy,1,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14217831,124742,"Android: Netrunner",,2015-03-12,,,45,,,"Custom HB against unbeatable Noise.",,"Bětka",2,,2,,,,Tatsukochi,hejtmy,1,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14217984,124742,"Android: Netrunner",,2015-03-12,,,30,,,"Very unfortunate accelerated beta test got me six points.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14237347,124742,"Android: Netrunner",,2015-03-14,,,100,,,"Bětka poprvé pořádně za runnera. Noise deck je peklo :-)",,"Bětka",2,,8,,,,Tatsukochi,hejtmy,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14293055,124742,"Android: Netrunner",,2015-03-21,,,80,,,"Criminal vs NBN. Awesome win for the daring runner.",,"Bětka",2,,0,,,,Tatsukochi,hejtmy,1,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14293063,124742,"Android: Netrunner",,2015-03-21,,,90,,,"Roles reversed. NBN tried to scare the criminal. Since third turn loosing by 6,but won at the end by scoring project beale for 4 points. Amazing finnish.",,"Bětka",2,,6,,,,Tatsukochi,hejtmy,1,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14300876,103343,"A Game of Thrones: The Board Game (Second Edition)",,2015-03-21,,"U Jakuba",240,,,,,"Bětka",2,Lanister,3,,,,Tatsukochi,hejtmy,1,Greyjoy,3,,,,,Lenka,4,Stark,3,,,,,Adrian,6,Barartheon,4,,,,,Honza,5,Martell,5,,,1,,Jakub,3,Tyrell,2,,,,,,,,,,,,,,,,,,,
14301030,31481,"Galaxy Trucker",,2015-03-21,,"U Jakuba",90,,,,,"Bětka",2,,-35,,,,Tatsukochi,hejtmy,1,,-22,,,,,Lenka,4,,-5,,,,,Honza,5,,10,,,1,,Jakub,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14319982,124742,"Android: Netrunner",,2015-03-23,,,60,,,"NBN lost horribly to money grabing criminal",,"Bětka",2,,1,,,,Tatsukochi,hejtmy,1,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14327691,124742,"Android: Netrunner",,2015-03-24,,,80,,,"Unbeatable criminal",,"Bětka",2,,4,,,,Tatsukochi,hejtmy,1,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14327700,103886,"Star Wars: The Card Game",,2015-03-24,,,60,,,"First game. Sith domination",,"Bětka",2,,,1,,,Tatsukochi,hejtmy,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14333592,103886,"Star Wars: The Card Game",,2015-03-24,,,80,,,"Sith against rebel. Rebels lost by one card",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14333999,124742,"Android: Netrunner",,2015-03-25,,"Petřiny",60,,,"Noooo, criminal lost",,"Bětka",2,,8,,,1,Tatsukochi,hejtmy,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14340022,124742,"Android: Netrunner",,2015-03-25,,"U Havrana",90,,,"Criminal for the win!",,Echy,2,,8,,,1,Tatsukochi,hejtmy,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14343538,103886,"Star Wars: The Card Game",,2015-03-25,,"U Havrana",80,,,"Ester a Echy hráli rebely, já Imperial navy. Vyhráno na dotikání hvězdy smrti.",,Echy,2,,,1,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14348249,121408,Trains,,2015-03-26,,,60,,,,,Martin,2,,36,1,,,Tatsukochi,hejtmy,1,,52,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14365396,103886,"Star Wars: The Card Game",,2015-03-28,,,40,,,"Very close lost for the rebels.",,"Bětka",2,,,,,1,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14366343,103886,"Star Wars: The Card Game",,2015-03-29,,,60,,,"First time win for the light side",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14403500,124742,"Android: Netrunner",,2015-04-01,,"Petřiny",,,,"Jinteki first try. Jinteki lost in the last turn. Runner was about to receive one damage and flatline , but stole agenda first and immediately won.",,"Bětka",2,,7,,,1,Tatsukochi,hejtmy,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14403502,124742,"Android: Netrunner",,2015-04-01,,"Petřiny",25,,,"Flatlined runner with 6 brain damage. Jinteki is fun.",,"Bětka",2,,4,,,,Tatsukochi,hejtmy,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14404322,103886,"Star Wars: The Card Game",,2015-04-02,,"Petřiny",60,,,,,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14413460,124742,"Android: Netrunner",,2015-04-03,,"Petřiny",60,,,"Second game for Jinteki. Runner flatlined.",,Echy,2,,0,,,1,,"Bětka",1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14413470,124742,"Android: Netrunner",,2015-04-03,,"Petřiny",60,,,,Tatsukochi,hejtmy,2,,8,,,1,,"Bětka",1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14414139,103886,"Star Wars: The Card Game",,2015-04-03,,"Petřiny",40,,,,Tatsukochi,hejtmy,2,,,,,1,,"Bětka",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14414141,103886,"Star Wars: The Card Game",,2015-04-03,,"Petřiny",70,,,,Tatsukochi,hejtmy,2,,,,,1,,"Bětka",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14423254,124742,"Android: Netrunner",,2015-04-03,,"Petřiny",90,,,"Long game. Gabriel vs. Weyland. Tried to flatline him, but couldn't.",,"Bětka",2,,9,,,1,Tatsukochi,hejtmy,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14435079,103886,"Star Wars: The Card Game",,2015-04-05,,Nižbor,120,,,"Scum vs. Rebels. Bubba and Busk thrown into edge vs. Leia and Ackbar. Scum won after two hours with slave I five blast damages.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14447195,148228,Splendor,,2015-04-05,,Nižbor,30,,,,,"Bětka",2,,13,,,,Tatsukochi,hejtmy,1,,15,,,1,,Martin,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14447669,148228,Splendor,,2015-04-06,,Nižbor,40,,,,,"Bětka",2,,6,,,,Tatsukochi,hejtmy,1,,11,,,,,Martin,3,,18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14448874,124742,"Android: Netrunner",,2015-04-06,,Nižbor,30,,,"Criminal mastermind",,"Bětka",2,,2,,,,Tatsukochi,hejtmy,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14448892,124742,"Android: Netrunner",,2015-04-06,,Nižbor,60,,,"Flatlined after stimhack. Ran into curtain wall and hadrian. Short of two credits.",,"Bětka",2,,4,,,1,Tatsukochi,hejtmy,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14535316,122522,"Smash Up",,2015-04-12,,"Petřiny",40,,,,Tatsukochi,hejtmy,2,,6,,,,,"Bětka",1,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14535323,122522,"Smash Up",,2015-04-12,,"Petřiny",30,,,,,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573323,122522,"Smash Up",,2015-04-18,,Nižbor,60,,,,,"Bětka",2,,15,,,1,,Martin,3,,9,1,,,Tatsukochi,hejtmy,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14574170,73761,K2,,2015-04-19,,Nižbor,60,,,,,"Bětka",2,,14,,,1,Tatsukochi,hejtmy,3,,14,,,1,,Martin,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14575035,103886,"Star Wars: The Card Game",,2015-04-19,,Nižbor,45,,,,Tatsukochi,hejtmy,2,,,,,,,"Bětka",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14575038,103886,"Star Wars: The Card Game",,2015-04-19,,Nižbor,15,,,,Tatsukochi,hejtmy,2,,,,,1,,"Bětka",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14728153,166384,Spyfall,,2015-05-02,,Budapešť,60,,,"Home made version is as fun as the  real one.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,1,,,,Ester,4,,,,,,,Echy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14755358,70323,"King of Tokyo",,2015-05-09,,"Petřiny",40,,,,,Sam,5,,,,,,,Ester,4,,,,,,,Echy,3,,,,,,,"Bětka",2,,,,,1,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14755360,39463,"Cosmic Encounter",,2015-05-09,,"Petřiny",150,,,,,Sam,5,,,,,1,,Ester,4,,,,,,,Echy,3,,,,,,,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14755368,166384,Spyfall,,2015-05-09,,"Petřiny",180,,,"Tři hodiny dlouhý spyfall s želé alkoholem",,Sam,5,,,,,,,Ester,4,,,,,,,Echy,3,,,,,,,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14764677,146652,"Legendary Encounters: An Alien Deck Building Game",,2015-05-10,,"Petřiny",20,,,"Lost before found the second sos signal. First game. Though.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14764693,146652,"Legendary Encounters: An Alien Deck Building Game",,2015-05-10,,"Petřiny",90,,,"Won the second way around. After the second objective, it was easy peasy.",,"Bětka",2,,,,,1,Tatsukochi,hejtmy,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14765534,133038,"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set",,2015-05-10,,"Petřiny",80,,,"Second scenario of the first adventure pack. We could not get those allies to ally with us! Drove them all away.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14784969,146652,"Legendary Encounters: An Alien Deck Building Game",,2015-05-11,,"Petřiny",20,,,"Pokus o druhý film. Zemřel jsem téměř hned na začátku (face hugger). Bětka následovala v druhém kole.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14784972,146652,"Legendary Encounters: An Alien Deck Building Game",,2015-05-12,,"Petřiny",75,,,"Třetí film. Začátek hodně krušný, po zdolání druhého dílčího cíle už poměrně pod kontrolou. The Beast přišel docela brzy, takže klídek.",,"Bětka",2,,,,,,Tatsukochi,hejtmy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
